date,channel,region,daypart,segment_id,forecast_p20,forecast_p50,actual_impressions,forecast_error,overlap_commitments,sellable_p20,sellable_p50
2026-09-13,north_peak,F-CH,daytime,w_25_49,33166,42521,44379,1858,0,33166,42521
2026-09-13,north_peak,F-CH,daytime,m_25_49,30797,39483,41209,1726,0,30797,39483
2026-09-13,north_peak,F-CH,prime,all_adults,149686,191906,180090,-11816,0,149686,191906
2026-09-13,north_peak,F-CH,prime,w_25_49,41912,53733,50425,-3308,0,41912,53733
2026-09-13,north_peak,F-CH,prime,m_25_49,38918,49895,46823,-3072,0,38918,49895
2026-09-13,lake_city,D-CH,daytime,all_adults,248539,318640,331047,12407,28000,220539,290640
2026-09-13,lake_city,D-CH,daytime,w_25_49,69590,89219,92693,3474,28000,41590,61219
2026-09-13,lake_city,D-CH,daytime,m_25_49,64620,82846,86072,3226,0,64620,82846
2026-09-13,lake_city,D-CH,prime,all_adults,377272,483683,432559,-51124,0,377272,483683
2026-09-13,lake_city,D-CH,prime,w_25_49,105636,135431,121117,-14314,0,105636,135431
2026-09-13,lake_city,D-CH,prime,m_25_49,98090,125757,112465,-13292,0,98090,125757
2026-09-13,lake_city,F-CH,daytime,all_adults,125544,160955,175240,14285,0,125544,160955
2026-09-13,lake_city,F-CH,daytime,w_25_49,35152,45067,49067,4000,0,35152,45067
2026-09-13,lake_city,F-CH,daytime,m_25_49,32641,41848,45562,3714,0,32641,41848
2026-09-13,lake_city,F-CH,prime,all_adults,143319,183743,131930,-51813,0,143319,183743
2026-09-13,lake_city,F-CH,prime,w_25_49,40129,51448,36940,-14508,0,40129,51448
2026-09-13,lake_city,F-CH,prime,m_25_49,37262,47773,34302,-13471,0,37262,47773
2026-09-14,north_peak,D-CH,daytime,all_adults,343656,440585,391591,-48994,0,343656,440585
2026-09-14,north_peak,D-CH,daytime,w_25_49,96223,123363,109645,-13718,0,96223,123363
2026-09-14,north_peak,D-CH,daytime,m_25_49,89350,114552,101814,-12738,0,89350,114552
2026-09-14,north_peak,D-CH,prime,all_adults,507401,650515,674699,24184,0,507401,650515
2026-09-14,north_peak,D-CH,prime,w_25_49,142072,182144,188916,6772,0,142072,182144
2026-09-14,north_peak,D-CH,prime,m_25_49,131924,169133,175422,6289,0,131924,169133
2026-09-14,north_peak,F-CH,daytime,all_adults,124021,159002,127392,-31610,0,124021,159002
2026-09-14,north_peak,F-CH,daytime,w_25_49,34725,44520,35670,-8850,0,34725,44520
2026-09-14,north_peak,F-CH,daytime,m_25_49,32245,41340,33122,-8218,0,32245,41340
2026-09-14,north_peak,F-CH,prime,all_adults,216584,277673,270328,-7345,0,216584,277673
2026-09-14,north_peak,F-CH,prime,w_25_49,60643,77748,75692,-2056,0,60643,77748
2026-09-14,north_peak,F-CH,prime,m_25_49,56311,72194,70285,-1909,0,56311,72194
2026-09-14,lake_city,D-CH,daytime,all_adults,322767,413805,402666,-11139,28000,294767,385805
2026-09-14,lake_city,D-CH,daytime,w_25_49,90374,115865,112746,-3119,28000,62374,87865
2026-09-14,lake_city,D-CH,daytime,m_25_49,83919,107589,104693,-2896,0,83919,107589
2026-09-14,lake_city,D-CH,prime,all_adults,481562,617388,524113,-93275,0,481562,617388
2026-09-14,lake_city,D-CH,prime,w_25_49,134837,172868,146752,-26116,0,134837,172868
2026-09-14,lake_city,D-CH,prime,m_25_49,125206,160520,136269,-24251,0,125206,160520
2026-09-14,lake_city,F-CH,daytime,all_adults,136216,174636,155821,-18815,0,136216,174636
2026-09-14,lake_city,F-CH,daytime,w_25_49,38140,48898,43630,-5268,0,38140,48898
2026-09-14,lake_city,F-CH,daytime,m_25_49,35416,45405,40513,-4892,0,35416,45405
2026-09-14,lake_city,F-CH,prime,all_adults,192237,246458,249034,2576,0,192237,246458
2026-09-14,lake_city,F-CH,prime,w_25_49,53826,69008,69730,722,0,53826,69008
2026-09-14,lake_city,F-CH,prime,m_25_49,49981,64079,64749,670,0,49981,64079
2026-09-15,north_peak,D-CH,daytime,all_adults,326392,418452,419507,1055,0,326392,418452
2026-09-15,north_peak,D-CH,daytime,w_25_49,91389,117166,117462,296,0,91389,117166
2026-09-15,north_peak,D-CH,daytime,m_25_49,84861,108797,109072,275,0,84861,108797
2026-09-15,north_peak,D-CH,prime,all_adults,477639,612358,561749,-50609,95000,382639,517358
2026-09-15,north_peak,D-CH,prime,w_25_49,133738,171460,157290,-14170,95000,38738,76460
2026-09-15,north_peak,D-CH,prime,m_25_49,124186,159213,146055,-13158,0,124186,159213
2026-09-15,north_peak,F-CH,daytime,all_adults,129344,165826,149088,-16738,0,129344,165826
2026-09-15,north_peak,F-CH,daytime,w_25_49,36216,46431,41745,-4686,0,36216,46431
2026-09-15,north_peak,F-CH,daytime,m_25_49,33629,43114,38763,-4351,0,33629,43114
2026-09-15,north_peak,F-CH,prime,all_adults,215767,276625,250999,-25626,0,215767,276625
2026-09-15,north_peak,F-CH,prime,w_25_49,60414,77455,70280,-7175,0,60414,77455
2026-09-15,north_peak,F-CH,prime,m_25_49,56099,71922,65260,-6662,0,56099,71922
2026-09-15,lake_city,D-CH,daytime,all_adults,334598,428972,427762,-1210,28000,306598,400972
2026-09-15,lake_city,D-CH,daytime,w_25_49,93687,120112,119773,-339,28000,65687,92112
2026-09-15,lake_city,D-CH,daytime,m_25_49,86995,111532,111218,-314,0,86995,111532
2026-09-15,lake_city,D-CH,prime,all_adults,569479,730102,626848,-103254,0,569479,730102
2026-09-15,lake_city,D-CH,prime,w_25_49,159454,204428,175517,-28911,0,159454,204428
2026-09-15,lake_city,D-CH,prime,m_25_49,148064,189826,162980,-26846,0,148064,189826
2026-09-15,lake_city,F-CH,daytime,all_adults,144921,185797,178892,-6905,0,144921,185797
2026-09-15,lake_city,F-CH,daytime,w_25_49,40577,52023,50090,-1933,0,40577,52023
2026-09-15,lake_city,F-CH,daytime,m_25_49,37679,48307,46512,-1795,0,37679,48307
2026-09-15,lake_city,F-CH,prime,all_adults,213087,273189,233306,-39883,0,213087,273189
2026-09-15,lake_city,F-CH,prime,w_25_49,59664,76492,65326,-11166,0,59664,76492
2026-09-15,lake_city,F-CH,prime,m_25_49,55402,71029,60660,-10369,0,55402,71029
2026-09-16,north_peak,D-CH,daytime,all_adults,318554,408403,420432,12029,0,318554,408403
2026-09-16,north_peak,D-CH,daytime,w_25_49,89195,114352,117721,3369,0,89195,114352
2026-09-16,north_peak,D-CH,daytime,m_25_49,82824,106184,109312,3128,0,82824,106184
2026-09-16,north_peak,D-CH,prime,all_adults,505266,647778,632545,-15233,95000,410266,552778
2026-09-16,north_peak,D-CH,prime,w_25_49,141474,181377,177113,-4264,95000,46474,86377
2026-09-16,north_peak,D-CH,prime,m_25_49,131369,168422,164462,-3960,0,131369,168422
2026-09-16,north_peak,F-CH,daytime,all_adults,135191,173323,184132,10809,0,135191,173323
2026-09-16,north_peak,F-CH,daytime,w_25_49,37853,48530,51557,3027,0,37853,48530
2026-09-16,north_peak,F-CH,daytime,m_25_49,35149,45063,47874,2811,0,35149,45063
2026-09-16,north_peak,F-CH,prime,all_adults,212992,273067,216806,-56261,0,212992,273067
2026-09-16,north_peak,F-CH,prime,w_25_49,59637,76458,60706,-15752,0,59637,76458
2026-09-16,north_peak,F-CH,prime,m_25_49,55377,70997,56370,-14627,0,55377,70997
2026-09-16,lake_city,D-CH,daytime,all_adults,313996,402559,327077,-75482,28000,285996,374559
2026-09-16,lake_city,D-CH,daytime,w_25_49,87918,112716,91582,-21134,28000,59918,84716
2026-09-16,lake_city,D-CH,daytime,m_25_49,81638,104665,85040,-19625,0,81638,104665
2026-09-16,lake_city,D-CH,prime,all_adults,408718,523998,486055,-37943,0,408718,523998
2026-09-16,lake_city,D-CH,prime,w_25_49,114441,146719,136095,-10624,0,114441,146719
2026-09-16,lake_city,D-CH,prime,m_25_49,106266,136239,126374,-9865,0,106266,136239
2026-09-16,lake_city,F-CH,daytime,all_adults,148600,190514,185516,-4998,0,148600,190514
2026-09-16,lake_city,F-CH,daytime,w_25_49,41608,53343,51944,-1399,0,41608,53343
2026-09-16,lake_city,F-CH,daytime,m_25_49,38636,49533,48234,-1299,0,38636,49533
2026-09-16,lake_city,F-CH,prime,all_adults,198263,254184,227429,-26755,0,198263,254184
2026-09-16,lake_city,F-CH,prime,w_25_49,55513,71171,63680,-7491,0,55513,71171
2026-09-16,lake_city,F-CH,prime,m_25_49,51548,66087,59132,-6955,0,51548,66087
2026-09-17,north_peak,D-CH,daytime,all_adults,349822,448491,440691,-7800,0,349822,448491
2026-09-17,north_peak,D-CH,daytime,w_25_49,97950,125577,123393,-2184,0,97950,125577
2026-09-17,north_peak,D-CH,daytime,m_25_49,90953,116607,114580,-2027,0,90953,116607
2026-09-17,north_peak,D-CH,prime,all_adults,509241,652874,630495,-22379,95000,414241,557874
2026-09-17,north_peak,D-CH,prime,w_25_49,142587,182804,176539,-6265,95000,47587,87804
2026-09-17,north_peak,D-CH,prime,m_25_49,132402,169747,163929,-5818,0,132402,169747
2026-09-17,north_peak,F-CH,daytime,all_adults,137908,176806,182893,6087,0,137908,176806
2026-09-17,north_peak,F-CH,daytime,w_25_49,38614,49505,51210,1705,0,38614,49505
2026-09-17,north_peak,F-CH,daytime,m_25_49,35856,45969,47552,1583,0,35856,45969
2026-09-17,north_peak,F-CH,prime,all_adults,220337,282484,278884,-3600,0,220337,282484
2026-09-17,north_peak,F-CH,prime,w_25_49,61694,79095,78088,-1007,0,61694,79095
2026-09-17,north_peak,F-CH,prime,m_25_49,57287,73445,72510,-935,0,57287,73445
2026-09-17,lake_city,D-CH,daytime,all_adults,307100,393719,398006,4287,28000,279100,365719
2026-09-17,lake_city,D-CH,daytime,w_25_49,85988,110241,111442,1201,28000,57988,82241
2026-09-17,lake_city,D-CH,daytime,m_25_49,79846,102366,103482,1116,0,79846,102366
2026-09-17,lake_city,D-CH,prime,all_adults,486932,624273,660173,35900,0,486932,624273
2026-09-17,lake_city,D-CH,prime,w_25_49,136340,174796,184848,10052,0,136340,174796
2026-09-17,lake_city,D-CH,prime,m_25_49,126602,162310,171645,9335,0,126602,162310
2026-09-17,lake_city,F-CH,daytime,all_adults,127098,162947,156264,-6683,0,127098,162947
2026-09-17,lake_city,F-CH,daytime,w_25_49,35587,45625,43754,-1871,0,35587,45625
2026-09-17,lake_city,F-CH,daytime,m_25_49,33045,42366,40629,-1737,0,33045,42366
2026-09-17,lake_city,F-CH,prime,all_adults,213173,273299,236138,-37161,0,213173,273299
2026-09-17,lake_city,F-CH,prime,w_25_49,59688,76523,66119,-10404,0,59688,76523
2026-09-17,lake_city,F-CH,prime,m_25_49,55424,71057,61396,-9661,0,55424,71057
2026-09-18,north_peak,D-CH,daytime,all_adults,361446,463393,503630,40237,0,361446,463393
2026-09-18,north_peak,D-CH,daytime,w_25_49,101204,129750,141016,11266,0,101204,129750
2026-09-18,north_peak,D-CH,daytime,m_25_49,93975,120482,130944,10462,0,93975,120482
2026-09-18,north_peak,D-CH,prime,all_adults,493655,632892,652978,20086,95000,398655,537892
2026-09-18,north_peak,D-CH,prime,w_25_49,138223,177209,182834,5625,95000,43223,82209
2026-09-18,north_peak,D-CH,prime,m_25_49,128350,164551,169774,5223,0,128350,164551
2026-09-18,north_peak,F-CH,daytime,all_adults,140717,180407,137274,-43133,0,140717,180407
2026-09-18,north_peak,F-CH,daytime,w_25_49,39400,50513,38437,-12076,0,39400,50513
2026-09-18,north_peak,F-CH,daytime,m_25_49,36586,46905,35691,-11214,0,36586,46905
2026-09-18,north_peak,F-CH,prime,all_adults,216471,277527,267839,-9688,0,216471,277527
2026-09-18,north_peak,F-CH,prime,w_25_49,60611,77707,74995,-2712,0,60611,77707
2026-09-18,north_peak,F-CH,prime,m_25_49,56282,72157,69638,-2519,0,56282,72157
2026-09-18,lake_city,D-CH,daytime,all_adults,329235,422097,373070,-49027,28000,301235,394097
2026-09-18,lake_city,D-CH,daytime,w_25_49,92185,118187,104460,-13727,28000,64185,90187
2026-09-18,lake_city,D-CH,daytime,m_25_49,85601,109745,96998,-12747,0,85601,109745
2026-09-18,lake_city,D-CH,prime,all_adults,499573,640479,612130,-28349,0,499573,640479
2026-09-18,lake_city,D-CH,prime,w_25_49,139880,179334,171396,-7938,0,139880,179334
2026-09-18,lake_city,D-CH,prime,m_25_49,129888,166524,159154,-7370,0,129888,166524
2026-09-18,lake_city,F-CH,daytime,all_adults,147399,188974,188360,-614,0,147399,188974
2026-09-18,lake_city,F-CH,daytime,w_25_49,41271,52912,52741,-171,0,41271,52912
2026-09-18,lake_city,F-CH,daytime,m_25_49,38323,49133,48974,-159,0,38323,49133
2026-09-18,lake_city,F-CH,prime,all_adults,213195,273328,298560,25232,55000,158195,218328
2026-09-18,lake_city,F-CH,prime,w_25_49,59694,76531,83597,7066,15400,44294,61131
2026-09-18,lake_city,F-CH,prime,m_25_49,55430,71065,77626,6561,14300,41130,56765
2026-09-19,north_peak,D-CH,daytime,all_adults,259682,332926,312566,-20360,0,259682,332926
2026-09-19,north_peak,D-CH,daytime,w_25_49,72710,93219,87518,-5701,0,72710,93219
2026-09-19,north_peak,D-CH,daytime,m_25_49,67517,86560,81267,-5293,0,67517,86560
2026-09-19,north_peak,D-CH,prime,all_adults,370991,475630,521066,45436,95000,275991,380630
2026-09-19,north_peak,D-CH,prime,w_25_49,103877,133176,145898,12722,95000,8877,38176
2026-09-19,north_peak,D-CH,prime,m_25_49,96457,123663,135477,11814,0,96457,123663
2026-09-19,north_peak,F-CH,daytime,all_adults,119353,153017,159649,6632,0,119353,153017
2026-09-19,north_peak,F-CH,daytime,w_25_49,33418,42844,44702,1858,0,33418,42844
2026-09-19,north_peak,F-CH,daytime,m_25_49,31031,39784,41509,1725,0,31031,39784
2026-09-19,north_peak,F-CH,prime,all_adults,181897,233202,228260,-4942,0,181897,233202
2026-09-19,north_peak,F-CH,prime,w_25_49,50931,65296,63913,-1383,0,50931,65296
2026-09-19,north_peak,F-CH,prime,m_25_49,47293,60632,59348,-1284,0,47293,60632
2026-09-19,lake_city,D-CH,daytime,all_adults,272104,348852,331353,-17499,28000,244104,320852
2026-09-19,lake_city,D-CH,daytime,w_25_49,76189,97678,92779,-4899,28000,48189,69678
2026-09-19,lake_city,D-CH,daytime,m_25_49,70747,90701,86152,-4549,0,70747,90701
2026-09-19,lake_city,D-CH,prime,all_adults,411292,527298,513769,-13529,0,411292,527298
2026-09-19,lake_city,D-CH,prime,w_25_49,115161,147643,143855,-3788,0,115161,147643
2026-09-19,lake_city,D-CH,prime,m_25_49,106935,137097,133580,-3517,0,106935,137097
2026-09-19,lake_city,F-CH,daytime,all_adults,123059,157768,160048,2280,0,123059,157768
2026-09-19,lake_city,F-CH,daytime,w_25_49,34456,44175,44813,638,0,34456,44175
2026-09-19,lake_city,F-CH,daytime,m_25_49,31995,41019,41612,593,0,31995,41019
2026-09-19,lake_city,F-CH,prime,all_adults,174265,223417,206358,-17059,55000,119265,168417
2026-09-19,lake_city,F-CH,prime,w_25_49,48794,62556,57780,-4776,15400,33394,47156
2026-09-19,lake_city,F-CH,prime,m_25_49,45308,58088,53653,-4435,14300,31008,43788
2026-09-20,north_peak,D-CH,daytime,all_adults,258396,331278,363814,32536,0,258396,331278
2026-09-20,north_peak,D-CH,daytime,w_25_49,72350,92757,101868,9111,0,72350,92757
2026-09-20,north_peak,D-CH,daytime,m_25_49,67182,86132,94592,8460,0,67182,86132
2026-09-20,north_peak,D-CH,prime,all_adults,377552,484042,406036,-78006,255000,122552,229042
2026-09-20,north_peak,D-CH,prime,w_25_49,105714,135531,113690,-21841,139800,-34086,-4269
2026-09-20,north_peak,D-CH,prime,m_25_49,98163,125850,105569,-20281,41600,56563,84250
2026-09-20,north_peak,F-CH,daytime,all_adults,110481,141643,124826,-16817,0,110481,141643
2026-09-20,north_peak,F-CH,daytime,w_25_49,30934,39660,34951,-4709,0,30934,39660
2026-09-20,north_peak,F-CH,daytime,m_25_49,28725,36827,32455,-4372,0,28725,36827
2026-09-20,north_peak,F-CH,prime,all_adults,153276,196508,175738,-20770,0,153276,196508
2026-09-20,north_peak,F-CH,prime,w_25_49,42917,55022,49207,-5815,0,42917,55022
2026-09-20,north_peak,F-CH,prime,m_25_49,39851,51092,45692,-5400,0,39851,51092
2026-09-20,lake_city,D-CH,daytime,all_adults,262304,336288,320085,-16203,28000,234304,308288
2026-09-20,lake_city,D-CH,daytime,w_25_49,73445,94160,89624,-4536,28000,45445,66160
2026-09-20,lake_city,D-CH,daytime,m_25_49,68199,87434,83222,-4212,0,68199,87434
2026-09-20,lake_city,D-CH,prime,all_adults,361554,463531,390172,-73359,0,361554,463531
2026-09-20,lake_city,D-CH,prime,w_25_49,101235,129788,109248,-20540,0,101235,129788
2026-09-20,lake_city,D-CH,prime,m_25_49,94004,120518,101445,-19073,0,94004,120518
2026-09-20,lake_city,F-CH,daytime,all_adults,102041,130822,124433,-6389,0,102041,130822
2026-09-20,lake_city,F-CH,daytime,w_25_49,28571,36630,34841,-1789,0,28571,36630
2026-09-20,lake_city,F-CH,daytime,m_25_49,26530,34013,32353,-1660,0,26530,34013
2026-09-20,lake_city,F-CH,prime,all_adults,146004,187185,167540,-19645,55000,91004,132185
2026-09-20,lake_city,F-CH,prime,w_25_49,40881,52411,46911,-5500,15400,25481,37011
2026-09-20,lake_city,F-CH,prime,m_25_49,37961,48668,43560,-5108,14300,23661,34368
2026-09-21,north_peak,D-CH,daytime,all_adults,312452,400580,407054,6474,0,312452,400580
2026-09-21,north_peak,D-CH,daytime,w_25_49,87486,112162,113975,1813,0,87486,112162
2026-09-21,north_peak,D-CH,daytime,m_25_49,81237,104150,105834,1684,0,81237,104150
2026-09-21,north_peak,D-CH,prime,all_adults,554224,710544,671401,-39143,255000,299224,455544
2026-09-21,north_peak,D-CH,prime,w_25_49,155182,198952,187992,-10960,139800,15382,59152
2026-09-21,north_peak,D-CH,prime,m_25_49,144098,184741,174564,-10177,41600,102498,143141
2026-09-21,north_peak,F-CH,daytime,all_adults,132624,170032,167535,-2497,0,132624,170032
2026-09-21,north_peak,F-CH,daytime,w_25_49,37134,47608,46910,-698,0,37134,47608
2026-09-21,north_peak,F-CH,daytime,m_25_49,34482,44208,43559,-649,0,34482,44208
2026-09-21,north_peak,F-CH,prime,all_adults,213241,273386,243453,-29933,0,213241,273386
2026-09-21,north_peak,F-CH,prime,w_25_49,59707,76548,68167,-8381,0,59707,76548
2026-09-21,north_peak,F-CH,prime,m_25_49,55442,71080,63298,-7782,0,55442,71080
2026-09-21,lake_city,D-CH,daytime,all_adults,336659,431615,488260,56645,28000,308659,403615
2026-09-21,lake_city,D-CH,daytime,w_25_49,94264,120852,136713,15861,28000,66264,92852
2026-09-21,lake_city,D-CH,daytime,m_25_49,87531,112219,126948,14729,0,87531,112219
2026-09-21,lake_city,D-CH,prime,all_adults,499916,640918,611288,-29630,0,499916,640918
2026-09-21,lake_city,D-CH,prime,w_25_49,139976,179457,171161,-8296,0,139976,179457
2026-09-21,lake_city,D-CH,prime,m_25_49,129978,166638,158935,-7703,0,129978,166638
2026-09-21,lake_city,F-CH,daytime,all_adults,128965,165340,164600,-740,0,128965,165340
2026-09-21,lake_city,F-CH,daytime,w_25_49,36110,46295,46088,-207,0,36110,46295
2026-09-21,lake_city,F-CH,daytime,m_25_49,33530,42988,42796,-192,0,33530,42988
2026-09-21,lake_city,F-CH,prime,all_adults,197311,252963,222973,-29990,55000,142311,197963
2026-09-21,lake_city,F-CH,prime,w_25_49,55247,70829,62432,-8397,15400,39847,55429
2026-09-21,lake_city,F-CH,prime,m_25_49,51300,65770,57973,-7797,14300,37000,51470
2026-09-22,north_peak,D-CH,daytime,all_adults,352752,452247,405920,-46327,0,352752,452247
2026-09-22,north_peak,D-CH,daytime,w_25_49,98770,126629,113658,-12971,0,98770,126629
2026-09-22,north_peak,D-CH,daytime,m_25_49,91715,117584,105539,-12045,0,91715,117584
2026-09-22,north_peak,D-CH,prime,all_adults,540724,693237,756979,63742,325000,215724,368237
2026-09-22,north_peak,D-CH,prime,w_25_49,151402,194106,211954,17848,209800,-58398,-15694
2026-09-22,north_peak,D-CH,prime,m_25_49,140588,180241,196815,16574,41600,98988,138641
2026-09-22,north_peak,F-CH,daytime,all_adults,139732,179144,181700,2556,0,139732,179144
2026-09-22,north_peak,F-CH,daytime,w_25_49,39124,50160,50876,716,0,39124,50160
2026-09-22,north_peak,F-CH,daytime,m_25_49,36330,46577,47242,665,0,36330,46577
2026-09-22,north_peak,F-CH,prime,all_adults,238248,305447,291476,-13971,0,238248,305447
2026-09-22,north_peak,F-CH,prime,w_25_49,66709,85525,81613,-3912,0,66709,85525
2026-09-22,north_peak,F-CH,prime,m_25_49,61944,79416,75784,-3632,0,61944,79416
2026-09-22,lake_city,D-CH,daytime,all_adults,315943,405056,349053,-56003,28000,287943,377056
2026-09-22,lake_city,D-CH,daytime,w_25_49,88464,113415,97735,-15680,28000,60464,85415
2026-09-22,lake_city,D-CH,daytime,m_25_49,82145,105314,90754,-14560,0,82145,105314
2026-09-22,lake_city,D-CH,prime,all_adults,509050,652629,710276,57647,0,509050,652629
2026-09-22,lake_city,D-CH,prime,w_25_49,142534,182736,198877,16141,0,142534,182736
2026-09-22,lake_city,D-CH,prime,m_25_49,132353,169683,184672,14989,0,132353,169683
2026-09-22,lake_city,F-CH,daytime,all_adults,145513,186556,166899,-19657,0,145513,186556
2026-09-22,lake_city,F-CH,daytime,w_25_49,40743,52235,46732,-5503,0,40743,52235
2026-09-22,lake_city,F-CH,daytime,m_25_49,37833,48504,43394,-5110,0,37833,48504
2026-09-22,lake_city,F-CH,prime,all_adults,202321,259387,241143,-18244,55000,147321,204387
2026-09-22,lake_city,F-CH,prime,w_25_49,56649,72628,67520,-5108,15400,41249,57228
2026-09-22,lake_city,F-CH,prime,m_25_49,52603,67440,62697,-4743,14300,38303,53140
2026-09-23,north_peak,D-CH,daytime,all_adults,333344,427365,407524,-19841,0,333344,427365
2026-09-23,north_peak,D-CH,daytime,w_25_49,93336,119662,114107,-5555,0,93336,119662
2026-09-23,north_peak,D-CH,daytime,m_25_49,86669,111114,105956,-5158,0,86669,111114
2026-09-23,north_peak,D-CH,prime,all_adults,514313,659376,655247,-4129,325000,189313,334376
2026-09-23,north_peak,D-CH,prime,w_25_49,144007,184625,183469,-1156,209800,-65793,-25175
2026-09-23,north_peak,D-CH,prime,m_25_49,133721,171437,170364,-1073,41600,92121,129837
2026-09-23,north_peak,F-CH,daytime,all_adults,135124,173237,167483,-5754,0,135124,173237
2026-09-23,north_peak,F-CH,daytime,w_25_49,37834,48506,46895,-1611,0,37834,48506
2026-09-23,north_peak,F-CH,daytime,m_25_49,35132,45041,43546,-1495,0,35132,45041
2026-09-23,north_peak,F-CH,prime,all_adults,215911,276809,266645,-10164,0,215911,276809
2026-09-23,north_peak,F-CH,prime,w_25_49,60455,77506,74661,-2845,0,60455,77506
2026-09-23,north_peak,F-CH,prime,m_25_49,56136,71970,69328,-2642,0,56136,71970
2026-09-23,lake_city,D-CH,daytime,all_adults,337496,432688,484467,51779,28000,309496,404688
2026-09-23,lake_city,D-CH,daytime,w_25_49,94498,121152,135651,14499,28000,66498,93152
2026-09-23,lake_city,D-CH,daytime,m_25_49,87748,112498,125961,13463,0,87748,112498
2026-09-23,lake_city,D-CH,prime,all_adults,525815,674122,656908,-17214,0,525815,674122
2026-09-23,lake_city,D-CH,prime,w_25_49,147228,188754,183934,-4820,0,147228,188754
2026-09-23,lake_city,D-CH,prime,m_25_49,136711,175271,170796,-4475,0,136711,175271
2026-09-23,lake_city,F-CH,daytime,all_adults,123672,158554,158718,164,0,123672,158554
2026-09-23,lake_city,F-CH,daytime,w_25_49,34628,44395,44441,46,0,34628,44395
2026-09-23,lake_city,F-CH,daytime,m_25_49,32154,41224,41267,43,0,32154,41224
2026-09-23,lake_city,F-CH,prime,all_adults,188357,241484,207018,-34466,55000,133357,186484
2026-09-23,lake_city,F-CH,prime,w_25_49,52739,67615,57965,-9650,15400,37339,52215
2026-09-23,lake_city,F-CH,prime,m_25_49,48972,62785,53825,-8960,14300,34672,48485
2026-09-24,north_peak,D-CH,daytime,all_adults,344398,441536,453236,11700,0,344398,441536
2026-09-24,north_peak,D-CH,daytime,w_25_49,96431,123630,126906,3276,0,96431,123630
2026-09-24,north_peak,D-CH,daytime,m_25_49,89543,114799,117841,3042,0,89543,114799
2026-09-24,north_peak,D-CH,prime,all_adults,503211,645143,537532,-107611,325000,178211,320143
2026-09-24,north_peak,D-CH,prime,w_25_49,140899,180640,150509,-30131,209800,-68901,-29160
2026-09-24,north_peak,D-CH,prime,m_25_49,130834,167737,139758,-27979,41600,89234,126137
2026-09-24,north_peak,F-CH,daytime,all_adults,134525,172469,157930,-14539,0,134525,172469
2026-09-24,north_peak,F-CH,daytime,w_25_49,37667,48291,44220,-4071,0,37667,48291
2026-09-24,north_peak,F-CH,daytime,m_25_49,34976,44841,41062,-3779,0,34976,44841
2026-09-24,north_peak,F-CH,prime,all_adults,221416,283867,326622,42755,0,221416,283867
2026-09-24,north_peak,F-CH,prime,w_25_49,61996,79482,91454,11972,0,61996,79482
2026-09-24,north_peak,F-CH,prime,m_25_49,57568,73805,84922,11117,0,57568,73805
2026-09-24,lake_city,D-CH,daytime,all_adults,331863,425466,386176,-39290,28000,303863,397466
2026-09-24,lake_city,D-CH,daytime,w_25_49,92921,119130,108129,-11001,28000,64921,91130
2026-09-24,lake_city,D-CH,daytime,m_25_49,86284,110621,100406,-10215,0,86284,110621
2026-09-24,lake_city,D-CH,prime,all_adults,472116,605278,584403,-20875,0,472116,605278
2026-09-24,lake_city,D-CH,prime,w_25_49,132192,169477,163633,-5844,0,132192,169477
2026-09-24,lake_city,D-CH,prime,m_25_49,122750,157372,151945,-5427,0,122750,157372
2026-09-24,lake_city,F-CH,daytime,all_adults,136131,174528,153214,-21314,0,136131,174528
2026-09-24,lake_city,F-CH,daytime,w_25_49,38116,48867,42900,-5967,0,38116,48867
2026-09-24,lake_city,F-CH,daytime,m_25_49,35394,45377,39836,-5541,0,35394,45377
2026-09-24,lake_city,F-CH,prime,all_adults,214755,275328,241717,-33611,55000,159755,220328
2026-09-24,lake_city,F-CH,prime,w_25_49,60131,77091,67681,-9410,15400,44731,61691
2026-09-24,lake_city,F-CH,prime,m_25_49,55836,71585,62846,-8739,14300,41536,57285
2026-09-25,north_peak,D-CH,daytime,all_adults,349459,448025,472671,24646,0,349459,448025
2026-09-25,north_peak,D-CH,daytime,w_25_49,97848,125447,132348,6901,0,97848,125447
2026-09-25,north_peak,D-CH,daytime,m_25_49,90859,116486,122894,6408,0,90859,116486
2026-09-25,north_peak,D-CH,prime,all_adults,540828,693370,646273,-47097,325000,215828,368370
2026-09-25,north_peak,D-CH,prime,w_25_49,151431,194143,180956,-13187,209800,-58369,-15657
2026-09-25,north_peak,D-CH,prime,m_25_49,140615,180276,168031,-12245,41600,99015,138676
2026-09-25,north_peak,F-CH,daytime,all_adults,141839,181845,174468,-7377,0,141839,181845
2026-09-25,north_peak,F-CH,daytime,w_25_49,39714,50916,48851,-2065,0,39714,50916
2026-09-25,north_peak,F-CH,daytime,m_25_49,36878,47279,45362,-1917,0,36878,47279
2026-09-25,north_peak,F-CH,prime,all_adults,208291,267041,251784,-15257,0,208291,267041
2026-09-25,north_peak,F-CH,prime,w_25_49,58321,74771,70500,-4271,0,58321,74771
2026-09-25,north_peak,F-CH,prime,m_25_49,54155,69430,65464,-3966,0,54155,69430
2026-09-25,lake_city,D-CH,daytime,all_adults,302052,387247,330899,-56348,28000,274052,359247
2026-09-25,lake_city,D-CH,daytime,w_25_49,84574,108429,92652,-15777,28000,56574,80429
